"","id","provstate","city","latitude","longitude","doubtterr","success","attacktype1_txt","targtype1_txt","natlty1_txt","gname","nperps","nperpcap","claimed","claimmode_txt","weaptype1_txt","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","propvalue","INT_IDEO","INT_MISC","president_party","state_governor_party","date"
"826",825,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",1,1,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-10-29
"827",826,"Puerto Rico","San Juan",18.386932,-66.061127,NA,TRUE,"Facility/Infrastructure Attack","Police","United States",NA,NA,NA,NA,NA,"Incendiary",0,0,NA,0,NA,NA,NA,NA,FALSE,"Republican","Popular Democratic Party",1973-11-01
"828",827,"Wisconsin","Madison",43.07295,-89.386694,FALSE,TRUE,"Bombing/Explosion","Police","United States",NA,NA,NA,FALSE,NA,"Incendiary",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Democrat, Independent",1973-11-04
"829",828,"California","Oakland",37.791927,-122.225906,FALSE,TRUE,"Assassination","Educational Institution","United States","Symbionese Liberation Army (SLA)",1,NA,NA,NA,"Firearms",1,1,NA,0,0,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-11-06
"830",829,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",2,2,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-11-25
"831",830,"Alabama","Gadsden",33.996195,-85.978282,FALSE,TRUE,"Assassination","Private Citizens & Property","United States","Ku Klux Klan",3,3,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat",1973-11-26
"832",831,"New York","New York City",40.697132,-73.931351,NA,TRUE,"Bombing/Explosion","Private Citizens & Property","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,3,NA,NA,NA,NA,FALSE,"Republican","Republican",1973-12-03
"833",832,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",3,3,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-12-11
"834",833,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",2,NA,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-12-13
"835",834,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",3,3,FALSE,NA,"Firearms",0,0,0,1,1,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-12-13
"836",835,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",1,NA,FALSE,NA,"Firearms",0,0,0,1,1,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-12-20
"837",836,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",2,NA,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-12-20
"838",837,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",1,NA,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-12-22
"839",838,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",1,NA,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-12-22
"840",839,"California","San Francisco",37.755363,-122.443352,TRUE,TRUE,"Bombing/Explosion","Business",NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1973-12-23
"841",840,"Florida","Miami",25.774591,-80.214195,FALSE,TRUE,"Bombing/Explosion","Maritime","Bahamas","National Front for the Liberation of Cuba (FLNC)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Democrat",1973-12-30
"842",841,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",2,NA,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-01-28
"843",842,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",2,2,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-01-28
"844",843,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",2,NA,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-01-28
"845",844,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",2,2,FALSE,NA,"Firearms",0,0,0,1,1,1,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-01-28
"846",845,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",2,2,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-01-28
"847",846,"Maryland","Laurel",39.099169,-76.848461,FALSE,FALSE,"Bombing/Explosion","Police","United States",NA,NA,NA,FALSE,NA,"Explosives",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Democrat",1974-02-03
"848",847,"New York","New York City",40.697132,-73.931351,TRUE,TRUE,"Assassination","Religious Figures/Institutions","United States","Black Muslims",2,NA,NA,NA,"Firearms",4,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Republican",1974-02-04
"849",848,"California","Berkeley",37.874043,-122.280022,FALSE,TRUE,"Hostage Taking (Kidnapping)","Journalists & Media","United States","Symbionese Liberation Army (SLA)",8,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-02-04
"850",849,"Colorado","Boulder",40.008321,-105.285048,FALSE,TRUE,"Bombing/Explosion","Educational Institution","United States","Chicano Radicals",NA,NA,FALSE,NA,"Explosives",0,0,0,0,0,0,NA,NA,NA,"Republican","Republican",1974-02-24
"851",850,"Colorado","Boulder",40.007581,-105.265942,FALSE,TRUE,"Bombing/Explosion","Educational Institution","United States","Chicano Radicals",NA,NA,FALSE,NA,"Explosives",0,0,0,0,0,0,8000,NA,FALSE,"Republican","Republican",1974-03-01
"852",851,"Colorado","Boulder",40.014986,105.270546,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Chicano Radicals",NA,NA,FALSE,NA,"Explosives",0,0,0,0,0,0,500,NA,FALSE,"Republican","Republican",1974-03-01
"853",852,"California","San Jose",37.338475,-121.885794,FALSE,TRUE,"Bombing/Explosion","Business","United States","Americans for Justice",NA,NA,TRUE,NA,"Explosives",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-03-07
"854",853,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Weather Underground, Weathermen",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-03-07
"855",854,"Oregon","Portland",45.511795,-122.675629,TRUE,TRUE,"Bombing/Explosion","Government (General)","United States",NA,NA,NA,FALSE,NA,"Explosives",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Republican",1974-03-07
"856",855,"California","Los Altos",37.383075,-122.114149,FALSE,TRUE,"Bombing/Explosion","Business","United States","Americans for Justice",NA,NA,TRUE,NA,"Explosives",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-03-09
"857",856,"Pennsylvania","Folcroft",39.891141,-75.283596,TRUE,TRUE,"Bombing/Explosion","Police","United States",NA,NA,NA,FALSE,NA,"Explosives",0,0,0,0,0,0,5000,NA,FALSE,"Republican","Democrat",1974-03-21
"858",857,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","NGO","United States","Zebra killers",NA,NA,FALSE,NA,"Firearms",1,1,0,1,1,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-04-01
"859",858,"Florida","Miami",25.774591,-80.214195,TRUE,TRUE,"Assassination","Government (General)","Cuba","Secret Organization Zero",NA,NA,NA,NA,"Firearms",1,0,NA,0,NA,NA,NA,FALSE,TRUE,"Republican","Democrat",1974-04-13
"860",859,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Lebanon","Jewish Defense League (JDL)",2,NA,NA,NA,"Explosives",0,0,NA,0,0,NA,1500,TRUE,TRUE,"Republican","Democrat, Republican",1974-04-14
"861",860,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",1,1,FALSE,NA,"Firearms",0,0,0,2,2,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-04-14
"862",861,"California","San Francisco",37.755363,-122.443352,TRUE,TRUE,"Armed Assault","Business","United States","Symbionese Liberation Army (SLA)",4,NA,NA,NA,"Firearms",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-04-15
"863",862,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Armed Assault","Private Citizens & Property","United States","Zebra killers",1,NA,FALSE,NA,"Firearms",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-04-16
"864",863,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Police","United States","Black Liberation Army",4,NA,NA,NA,"Firearms",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Republican",1974-04-17
"865",864,"Puerto Rico","Guaynabo",18.357497,-66.111137,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,5000,NA,FALSE,"Republican","Popular Democratic Party",1974-04-22
"866",865,"Maryland","Perryville",39.560113,-76.071338,FALSE,TRUE,"Bombing/Explosion","Police","United States",NA,NA,NA,FALSE,NA,"Explosives",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Democrat",1974-04-24
"867",866,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Airports & Aircraft","United States",NA,NA,NA,NA,NA,"Explosives",0,0,NA,2,NA,NA,NA,NA,FALSE,"Republican","Republican",1974-05-01
"868",867,"Connecticut","New Haven",41.30713,-72.924979,TRUE,TRUE,"Armed Assault","Business","United States","Black Liberation Army",4,NA,NA,NA,"Firearms",0,0,NA,1,NA,NA,NA,FALSE,FALSE,"Republican","Republican",1974-05-03
"869",868,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Unarmed Assault","Private Citizens & Property","United States","Jewish Defense League (JDL)",10,NA,FALSE,NA,"Melee",0,0,0,1,1,0,NA,FALSE,FALSE,"Republican","Republican",1974-05-16
"870",869,"California","Los Angeles",34.097866,-118.407379,TRUE,TRUE,"Armed Assault","Business","United States","Symbionese Liberation Army (SLA)",3,NA,NA,NA,"Firearms",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-05-16
"873",872,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Symbionese Liberation Army (SLA)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-05-31
"876",875,"Florida","Miami",25.774591,-80.214195,TRUE,TRUE,"Bombing/Explosion","Military","Haiti",NA,2,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,TRUE,"Republican","Democrat",1974-06-05
"877",876,"California","Union City",37.593392,-122.04383,FALSE,TRUE,"Armed Assault","Police","United States","Chicano Liberation Front",1,NA,FALSE,NA,"Firearms",1,1,0,4,4,4,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-06-11
"878",877,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Private Citizens & Property","Soviet Union","Jewish Defense League (JDL)",NA,NA,NA,NA,"Incendiary",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Republican",1974-06-11
"879",878,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,NA,NA,FALSE,NA,"Incendiary",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Republican",1974-06-12
"880",879,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,NA,NA,FALSE,NA,"Incendiary",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Republican",1974-06-12
"881",880,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,NA,NA,FALSE,NA,"Incendiary",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Republican",1974-06-12
"882",881,"Pennsylvania","Pittsburgh",40.438335,-79.997459,FALSE,TRUE,"Bombing/Explosion","Business","United States","Weather Underground, Weathermen",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,450000,FALSE,FALSE,"Republican","Democrat",1974-06-13
"883",882,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,NA,NA,FALSE,NA,"Chemical",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Republican",1974-06-13
"884",883,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,NA,NA,FALSE,NA,"Chemical",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Republican",1974-06-13
"885",884,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,NA,NA,FALSE,NA,"Chemical",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Republican",1974-06-13
"886",885,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,NA,NA,FALSE,NA,"Chemical",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Republican",1974-06-13
"887",886,"Illinois","Chicago",41.842602,-87.681229,FALSE,TRUE,"Bombing/Explosion","Business","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat",1974-06-14
"888",887,"District of Columbia","Washington",38.908642,-77.015381,NA,FALSE,"Unarmed Assault","Government (General)","United States","Anti-Government extremists",1,NA,NA,NA,"Fake Weapons",0,0,0,0,0,0,NA,NA,FALSE,"Republican",NA,1974-06-15
"889",888,"District of Columbia","Washington",38.908642,-77.015381,TRUE,TRUE,"Bombing/Explosion","Military","France",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,TRUE,"Republican",NA,1974-07-23
"890",889,"District of Columbia","Washington",38.908642,-77.015381,NA,TRUE,"Facility/Infrastructure Attack","Government (Diplomatic)",NA,NA,NA,NA,NA,NA,"Incendiary",0,0,NA,0,NA,NA,NA,NA,NA,"Republican",NA,1974-07-25
"891",890,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","United States","M-7",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,FALSE,"Republican","Popular Democratic Party",1974-07-26
"892",891,"California","Burlingame",37.577883,-122.34811,FALSE,FALSE,"Bombing/Explosion","Business","United States","New World Liberation Front (NWLF)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-08-05
"893",892,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","Venezuela","M-7",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Popular Democratic Party",1974-08-06
"894",893,"California","Los Angeles",34.097866,-118.407379,TRUE,FALSE,"Bombing/Explosion","Business",NA,NA,1,1,TRUE,NA,NA,0,3,3,0,36,36,NA,NA,NA,"Republican","Democrat, Republican",1974-08-06
"895",894,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","International",NA,NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,NA,TRUE,"Republican","Republican",1974-08-07
"896",895,"California","San Francisco",37.755363,-122.443352,FALSE,FALSE,"Bombing/Explosion","Business","United States","New World Liberation Front (NWLF)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-08-08
"897",896,"California","Los Angeles",34.097866,-118.407379,TRUE,FALSE,"Bombing/Explosion","Transportation","United States","Anti-Government extremists",1,1,TRUE,"Other","Explosives",0,0,0,0,0,0,NA,NA,FALSE,"Republican","Democrat, Republican",1974-08-16
"898",897,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,NA,0,0,NA,NA,FALSE,FALSE,"Republican","Republican",1974-08-31
"899",898,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Bombing/Explosion","Business","United States","New World Liberation Front (NWLF)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-09-03
"900",899,"California","San Leandro",37.72495,-122.156128,FALSE,TRUE,"Bombing/Explosion","Business","United States","Weather Underground, Weathermen",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-09-10
"901",900,"New Jersey","Newark",40.73197,-74.174184,FALSE,TRUE,"Bombing/Explosion","Police","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,TRUE,"Call (post-incident)","Explosives",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat",1974-09-28
"902",901,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Bombing/Explosion","Business","United States","New World Liberation Front (NWLF)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-10-02
"903",902,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Business","United States","New World Liberation Front (NWLF)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-10-05
"904",903,"Puerto Rico","Jayuya",18.220833,-66.590149,FALSE,TRUE,"Bombing/Explosion","Business","United States","National Front for the Liberation of Cuba (FLNC)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,FALSE,"Republican","Popular Democratic Party",1974-10-08
"905",904,"Puerto Rico","Jayuya",18.220833,-66.590149,FALSE,TRUE,"Bombing/Explosion","Business","United States","National Front for the Liberation of Cuba (FLNC)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,FALSE,"Republican","Popular Democratic Party",1974-10-09
"906",905,"Puerto Rico","Jayuya",18.220833,-66.590149,FALSE,TRUE,"Bombing/Explosion","Business","Mexico","National Front for the Liberation of Cuba (FLNC)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Popular Democratic Party",1974-10-09
"907",906,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Republican",1974-10-26
"908",907,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Republican",1974-10-26
"909",908,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Republican",1974-10-26
"910",909,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Business","Spain","National Front for the Liberation of Cuba (FLNC)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican","Popular Democratic Party",1974-10-28
"911",910,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Terrorists/Non-State Militia","West Bank and Gaza Strip","Jewish Armed Resistance",3,NA,NA,NA,"Firearms",0,0,0,1,NA,0,NA,TRUE,TRUE,"Republican","Republican",1974-10-29
"912",911,"California","Los Altos Hills",37.379663,-122.137464,FALSE,TRUE,"Bombing/Explosion","Business","United States","New World Liberation Front (NWLF)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-10-30
"913",912,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","International","Cuban C-4 Movement",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,TRUE,"Republican",NA,1974-11-09
"914",913,"District of Columbia","Washington",38.908642,-77.015381,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","United States","National Front for the Liberation of Cuba (FLNC)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,FALSE,"Republican",NA,1974-11-09
"915",914,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","NGO","United States","Jewish Defense League (JDL)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-11-10
"916",915,"Puerto Rico","Ponce",18.011091,-66.614182,FALSE,TRUE,"Bombing/Explosion","Military","Puerto Rico","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Popular Democratic Party",1974-12-01
"917",916,"Puerto Rico","Carolina",18.380782,-65.957387,FALSE,TRUE,"Bombing/Explosion","Business","Puerto Rico","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,0,0,0,0,22000,FALSE,FALSE,"Republican","Popular Democratic Party",1974-12-01
"918",917,"Puerto Rico","Carolina",18.380782,-65.957387,FALSE,TRUE,"Bombing/Explosion","Business","Puerto Rico","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Popular Democratic Party",1974-12-01
"919",918,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Business","Puerto Rico","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,0,2,2,0,NA,FALSE,FALSE,"Republican","Popular Democratic Party",1974-12-01
"920",919,"Puerto Rico","Penuelas",18.056291,-66.721621,FALSE,TRUE,"Bombing/Explosion","Utilities","Puerto Rico","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Popular Democratic Party",1974-12-02
"921",920,"Florida","Miami",25.774591,-80.214195,TRUE,TRUE,"Bombing/Explosion","Journalists & Media","United States","Latin America Anti-Communist Army (LAACA)",NA,NA,TRUE,"Call (post-incident)","Explosives",0,0,0,0,0,0,NA,NA,NA,"Republican","Democrat",1974-12-08
"922",921,"Florida","Miami",25.774591,-80.214195,TRUE,TRUE,"Bombing/Explosion","Business","United States","Latin America Anti-Communist Army (LAACA)",NA,NA,TRUE,"Call (post-incident)","Explosives",0,0,0,0,0,0,NA,NA,NA,"Republican","Democrat",1974-12-08
"923",922,"Florida","Miami",25.774591,-80.214195,TRUE,TRUE,"Bombing/Explosion","Business","United States","Latin America Anti-Communist Army (LAACA)",NA,NA,TRUE,"Call (post-incident)","Explosives",0,0,0,0,0,0,NA,NA,NA,"Republican","Democrat",1974-12-08
"924",923,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Bombing/Explosion","Police","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,NA,1,NA,NA,NA,FALSE,FALSE,"Republican","Republican",1974-12-11
"925",924,"Florida","Miami",25.774591,-80.214195,FALSE,TRUE,"Bombing/Explosion","Business","United States","National Front for the Liberation of Cuba (FLNC)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,FALSE,"Republican","Democrat",1974-12-15
"926",925,"Florida","Miami",25.774591,-80.214195,FALSE,TRUE,"Bombing/Explosion","Business","United States","National Front for the Liberation of Cuba (FLNC)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,TRUE,FALSE,"Republican","Democrat",1974-12-16
"927",926,"California","San Francisco",37.755363,-122.443352,FALSE,TRUE,"Bombing/Explosion","Business","United States","New World Liberation Front (NWLF)",NA,NA,NA,NA,"Explosives",0,0,NA,0,NA,NA,NA,FALSE,FALSE,"Republican","Democrat, Republican",1974-12-19
"928",927,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Maritime","Soviet Union","Cuban Exiles",1,NA,NA,NA,"Explosives",0,0,NA,2,NA,NA,NA,TRUE,TRUE,"Republican","Popular Democratic Party",1974-12-28
"929",928,"Pennsylvania","Philadelphia",40.008171,-75.13549,TRUE,TRUE,"Assassination","Private Citizens & Property","United States","Black Muslims",3,3,NA,NA,"Melee",1,1,0,0,0,0,NA,FALSE,FALSE,"Republican","Democrat",1974-12-29
"930",929,"Puerto Rico","Caguas",18.238724,-66.035227,FALSE,FALSE,"Bombing/Explosion","Business","Puerto Rico","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Popular Democratic Party",1974-12-31
"931",930,"Puerto Rico","Manati",18.431705,-66.486377,FALSE,FALSE,"Bombing/Explosion","Business","Puerto Rico","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",0,0,0,0,0,0,NA,FALSE,FALSE,"Republican","Popular Democratic Party",1974-12-31
"937",936,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Business","United States",NA,NA,NA,NA,NA,"Explosives",2,2,0,11,11,0,5000,NA,FALSE,"Republican","Popular Democratic Party",1975-01-11
"938",937,"New York","New York City",40.697132,-73.931351,NA,TRUE,"Armed Assault","Government (Diplomatic)","Soviet Union",NA,NA,NA,NA,NA,"Firearms",0,0,NA,0,0,NA,NA,NA,TRUE,"Republican","Democrat",1975-01-19
"939",938,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Fuerzas Armadas de Liberacion Nacional (FALN)",NA,NA,NA,NA,"Explosives",4,0,NA,53,NA,NA,75000,FALSE,FALSE,"Republican","Democrat",1975-01-24
