,provstate,city,latitude,longitude,doubtterr,success,attacktype1_txt,targtype1_txt,natlty1_txt,gname,nperps,nperpcap,claimed,claimmode_txt,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propvalue,INT_IDEO,INT_MISC,president_party,state_governor_party,date
566,California,Claremont,34.106066999999996,-117.716404,1,1,Facility/Infrastructure Attack,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-26-1971
567,California,Mill Valley,37.906032,-122.545048,0,1,Bombing/Explosion,Educational Institution,United States,Left-wing extremists,1.0,1.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-27-1971
568,California,Los Angeles,34.097865999999996,-118.407379,1,1,Bombing/Explosion,Business,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-27-1971
569,California,Oakland,37.791927,-122.22590600000001,0,1,Bombing/Explosion,Business,United States,Left-Wing Militants,2.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,8500,-9,0,Republican,"Democrat, Republican",4-28-1971
570,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Business,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",4-28-1971
571,California,Montebello,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Business,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",4-29-1971
572,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Business,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,1600,0,0,Republican,"Democrat, Republican",4-29-1971
573,California,Los Gatos,37.235807,-121.96241599999999,0,1,Facility/Infrastructure Attack,Business,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-29-1971
574,California,Berkeley,37.874043,-122.280022,0,1,Assassination,Military,United States,Left-Wing Militants,1.0,1.0,0.0,,Melee,1,1.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",4-29-1971
575,California,San Jose,37.338475,-121.88579399999999,0,1,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,20000,-9,0,Republican,"Democrat, Republican",4-30-1971
576,Massachusetts,Braintree,42.206390999999996,-71.004817,0,0,Bombing/Explosion,Government (General),United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,4-30-1971
577,California,Santa Cruz,36.974025,-122.03095400000001,0,1,Bombing/Explosion,Business,United States,People's Revolutionary Party,,,,,Explosives,0,,,0.0,,,,0,0,Republican,"Democrat, Republican",5-1-1971
578,California,Chico,39.728352,-121.84198500000001,0,0,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,1.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",5-4-1971
579,California,Fresno,36.740685,-119.785734,1,1,Bombing/Explosion,Telecommunication,United States,Chicano Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",5-4-1971
580,California,San Bruno,37.625510999999996,-122.432556,0,0,Facility/Infrastructure Attack,Business,United States,Left-Wing Militants,2.0,2.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",5-4-1971
581,California,Chico,39.728352,-121.83734799999999,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,,,,,,,,-9,0,Republican,"Democrat, Republican",5-5-1971
582,California,Chico,39.728352,-121.83734799999999,0,1,Facility/Infrastructure Attack,Business,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",5-5-1971
583,Arizona,Tempe,33.425509999999996,-111.93741899999999,1,0,Facility/Infrastructure Attack,Educational Institution,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,5-5-1971
584,Kansas,Kansas City,39.113789000000004,-94.76535799999999,1,1,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,5-5-1971
585,California,Riverside,33.973704999999995,-117.32806399999998,1,0,Bombing/Explosion,Educational Institution,United States,Student Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",5-5-1971
586,California,Cupertino,37.322359999999996,-122.032133,0,1,Bombing/Explosion,Utilities,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",5-6-1971
587,California,East Los Angeles,34.022442,-118.166974,0,1,Bombing/Explosion,Utilities,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,5000,0,0,Republican,"Democrat, Republican",5-6-1971
588,California,Burlingame,37.577883,-122.34811,1,1,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",5-6-1971
589,Nevada,Hawthorne,38.525255,-118.624627,1,1,Bombing/Explosion,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,1,1.0,0.0,1.0,1.0,0.0,,-9,0,Republican,Democrat,5-6-1971
590,Iowa,Iowa City,41.657825,-91.526534,0,1,Bombing/Explosion,Government (General),United States,Students for a Democratic Society,,,,,Explosives,0,,,0.0,,,5500,0,0,Republican,Republican,5-7-1971
591,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Government (General),United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",5-8-1971
592,California,Berkeley,37.874043,-122.280022,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,"Democrat, Republican",5-9-1971
593,North Carolina,Greensboro,36.068994,-79.79470400000001,0,0,Bombing/Explosion,Educational Institution,United States,Regulators,,,,,Explosives,0,,,0.0,,,,0,0,Republican,Democrat,5-9-1971
594,California,Altadena,34.186531,-118.145775,1,1,Facility/Infrastructure Attack,Business,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Incendiary,0,0.0,0.0,0.0,0.0,0.0,2500,0,0,Republican,"Democrat, Republican",5-9-1971
595,California,Los Angeles,34.097865999999996,-118.407379,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,"Democrat, Republican",5-11-1971
596,California,Los Angeles,34.097865999999996,-118.407379,0,1,Facility/Infrastructure Attack,Business,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",5-11-1971
597,California,Los Angeles,34.250636,-118.61481,0,1,Facility/Infrastructure Attack,Business,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",5-11-1971
598,Maryland,Baltimore,39.308341999999996,-76.616104,0,1,Facility/Infrastructure Attack,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Chemical,0,0.0,0.0,0.0,0.0,0.0,1500,-9,0,Republican,Democrat,5-11-1971
599,Florida,West Palm Beach,26.714388,-80.052689,0,1,Bombing/Explosion,Private Citizens & Property,United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,5-12-1971
600,Illinois,Chicago,41.842602,-87.681229,0,0,Armed Assault,Police,United States,Black Panthers,4.0,,,,Firearms,0,,,3.0,,,,0,0,Republican,Republican,5-13-1971
601,New York,New York City,40.697132,-73.931351,0,1,Armed Assault,Police,United States,Black Liberation Army,-99.0,-99.0,1.0,Letter,Firearms,0,0.0,0.0,2.0,2.0,0.0,,0,0,Republican,Republican,5-19-1971
602,California,San Jose,37.338475,-121.88579399999999,-9,1,Facility/Infrastructure Attack,Business,United States,Unknown,,,,,Incendiary,0,,,0.0,,,,-9,0,Republican,"Democrat, Republican",5-20-1971
603,New York,New York City,40.697132,-73.931351,0,1,Assassination,Police,United States,Black Liberation Army,,,,,Firearms,2,,,0.0,,,,0,0,Republican,Republican,5-21-1971
604,California,San Bruno,37.625510999999996,-122.432556,0,0,Facility/Infrastructure Attack,Journalists & Media,United States,Left-Wing Militants,2.0,2.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",5-21-1971
605,California,Oakland,37.791927,-122.22590600000001,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,20000,-9,0,Republican,"Democrat, Republican",5-23-1971
606,California,Walnut Creek,37.90118,-122.061628,0,1,Bombing/Explosion,Utilities,United States,Unknown,,,,,Explosives,0,,,0.0,,,5000,-9,0,Republican,"Democrat, Republican",5-25-1971
607,Illinois,Bedford Park,41.77033,-87.81851999999999,1,0,Bombing/Explosion,Police,United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,5-28-1971
608,Illinois,Cairo,37.002437,-89.171826,0,1,Armed Assault,Police,United States,Black Nationalists,-99.0,-99.0,0.0,,Firearms,0,0.0,0.0,3.0,3.0,0.0,,-9,0,Republican,Republican,5-29-1971
609,California,Los Angeles,34.097865999999996,-118.407379,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,10000,-9,0,Republican,"Democrat, Republican",6-3-1971
610,New York,New York City,40.697132,-73.931351,0,1,Armed Assault,Business,United States,Black Liberation Army,4.0,,,,Firearms,1,1.0,,0.0,,,1000,0,0,Republican,Republican,6-5-1971
611,California,Menlo Park,37.454696999999996,-122.17790900000001,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,5000,-9,0,Republican,"Democrat, Republican",6-6-1971
612,California,Petaluma,38.232471000000004,-122.644448,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,150,-9,0,Republican,"Democrat, Republican",6-10-1971
613,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Journalists & Media,United States,Chicano Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",6-11-1971
614,California,Pasadena,34.13149,-118.10156699999999,0,1,Bombing/Explosion,Journalists & Media,United States,Chicano Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,1000,-9,0,Republican,"Democrat, Republican",6-11-1971
615,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Tourists,United States,Unknown,,,,,Explosives,0,,,0.0,,,3000,-9,0,Republican,"Democrat, Republican",6-13-1971
616,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Journalists & Media,United States,Chicano Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",6-13-1971
617,California,East Los Angeles,34.022425,-118.167056,0,1,Bombing/Explosion,Government (Diplomatic),United States,Chicano Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",6-15-1971
618,California,Santa Cruz,36.974025,-122.03095400000001,1,0,Bombing/Explosion,Government (General),United States,Chicano Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",6-16-1971
619,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Journalists & Media,United States,Chicano Radicals,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",6-17-1971
620,New York,New York City,40.697132,-73.931351,0,1,Armed Assault,Business,United States,Black Liberation Army,,,,,Firearms,0,,,0.0,,,,0,0,Republican,Republican,6-18-1971
621,California,San Jose,37.338475,-121.88579399999999,0,0,Bombing/Explosion,Government (General),United States,Unknown,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",6-21-1971
622,New York,Glen Cove,40.863958000000004,-73.630786,0,0,Bombing/Explosion,Government (Diplomatic),Soviet Union,Jewish Defense League (JDL),,,,,Explosives,0,,,0.0,,,,1,1,Republican,Republican,6-22-1971
623,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Educational Institution,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",6-22-1971
624,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Educational Institution,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",6-22-1971
625,California,Oakland,37.791927,-122.22590600000001,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,2000,-9,0,Republican,"Democrat, Republican",6-24-1971
626,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Educational Institution,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",6-24-1971
627,New York,Freeport,40.658455,-73.58721899999999,1,0,Facility/Infrastructure Attack,Government (General),United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,6-25-1971
628,California,Los Angeles,34.097865999999996,-118.407379,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,"Democrat, Republican",6-26-1971
629,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Secret Cuban Government,,,,,Explosives,0,,,0.0,,,2000,1,0,Republican,Republican,7-0-1971
630,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Military,United States,Chicano Liberation Front,1.0,1.0,1.0,Call (pre-incident),Explosives,0,0.0,0.0,0.0,0.0,0.0,2400,0,0,Republican,"Democrat, Republican",7-1-1971
631,California,San Jose,37.338475,-121.88579399999999,0,1,Bombing/Explosion,Government (General),United States,Unknown,,,,,Explosives,0,,,0.0,,,500000,-9,0,Republican,"Democrat, Republican",7-4-1971
632,California,Montebello,34.015147,-118.122896,0,1,Facility/Infrastructure Attack,Educational Institution,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Call (post-incident),Incendiary,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",7-6-1971
633,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Business,United States,Chicano Liberation Front,,,,,Explosives,0,0.0,,0.0,0.0,,2000,0,0,Republican,"Democrat, Republican",7-8-1971
634,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Government (General),United States,Chicano Liberation Front,-99.0,-99.0,1.0,Call (post-incident),Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",7-8-1971
635,Rhode Island,Providence,41.823875,-71.41199399999999,0,1,Bombing/Explosion,Government (General),United States,Left-Wing Militants,2.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,7-9-1971
636,California,San Diego,32.715695000000004,-117.16171899999999,0,1,Bombing/Explosion,Government (General),United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",7-9-1971
637,California,Los Angeles,34.042309,-118.141507,0,1,Bombing/Explosion,Business,United States,Chicano Liberation Front,-99.0,-99.0,1.0,Other,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",7-18-1971
638,California,San Francisco,37.755363,-122.443352,1,1,Hostage Taking (Barricade Incident),Business,United States,Black Liberation Army,0.0,3.0,0.0,,Firearms,0,0.0,0.0,0.0,0.0,0.0,9400,0,0,Republican,"Democrat, Republican",7-21-1971
639,California,Santa Cruz,36.999276,-122.003482,1,1,Bombing/Explosion,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",7-24-1971
640,New York,New York City,40.697132,-73.931351,0,1,Armed Assault,Government (Diplomatic),Soviet Union,Jewish Defense League (JDL),,,,,Incendiary,0,,,0.0,,,3000,1,1,Republican,Republican,7-25-1971
641,California,Ben Lomond,37.089185,-122.08675600000001,0,1,Facility/Infrastructure Attack,Business,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",7-28-1971
642,California,Beverly Hills,34.081074,-118.394081,0,1,Bombing/Explosion,Business,United States,Jewish Defense League (JDL),,,,,Explosives,0,,,0.0,,,3000,0,0,Republican,"Democrat, Republican",7-30-1971
643,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Jewish Defense League (JDL),,,,,Explosives,0,,,0.0,,,2000,0,0,Republican,Republican,8-11-1971
644,Pennsylvania,Pittsburgh,40.438334999999995,-79.99745899999999,-9,1,Bombing/Explosion,Business,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Democrat,8-12-1971
645,Georgia,Fayetteville,33.44865,-84.454564,0,1,Unknown,Police,United States,Black Liberation Army,,,,,Unknown,1,1.0,0.0,0.0,0.0,0.0,,0,0,Republican,Democrat,8-15-1971
646,Georgia,Atlanta,33.764496,-84.43208299999999,0,1,Armed Assault,Business,United States,Black Liberation Army,,,,,Firearms,1,1.0,,0.0,,,,0,0,Republican,Democrat,8-15-1971
647,Vermont,Vernon,42.761624,-72.511495,-9,1,Armed Assault,Utilities,United States,Unknown,1.0,,,,Firearms,0,,,1.0,1.0,,,-9,0,Republican,Republican,8-15-1971
648,Ohio,Cleveland,41.479561,-81.675461,0,1,Bombing/Explosion,Violent Political Party,United States,Unknown,,,,,Explosives,0,,,0.0,,,,-9,0,Republican,Democrat,8-18-1971
649,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Explosives,0,,,0.0,,,,1,0,Republican,Republican,8-22-1971
650,New Jersey,Hoboken,40.74617,-74.032814,0,1,Facility/Infrastructure Attack,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Incendiary,0,,,0.0,,,700,1,0,Republican,Republican,8-22-1971
651,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Explosives,0,,,0.0,,,,1,0,Republican,Republican,8-22-1971
652,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Explosives,0,,,0.0,,,,1,0,Republican,Republican,8-22-1971
653,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Explosives,0,,,0.0,,,,1,0,Republican,Republican,8-22-1971
654,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Explosives,0,,,0.0,,,1000,1,0,Republican,Republican,8-22-1971
655,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Explosives,0,,,0.0,,,300,1,0,Republican,Republican,8-22-1971
656,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Explosives,0,,,0.0,,,700,1,0,Republican,Republican,8-22-1971
657,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Explosives,0,,,0.0,,,500,1,0,Republican,Republican,8-22-1971
658,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Explosives,0,,,0.0,,,700,1,0,Republican,Republican,8-22-1971
659,New Jersey,Hoboken,40.74617,-74.032814,0,1,Facility/Infrastructure Attack,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Incendiary,0,,,0.0,,,,1,0,Republican,Republican,8-23-1971
660,New Jersey,Hoboken,40.74617,-74.032814,0,1,Facility/Infrastructure Attack,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Incendiary,0,,,0.0,,,,1,0,Republican,Republican,8-23-1971
661,New Jersey,Hoboken,40.74617,-74.032814,0,1,Facility/Infrastructure Attack,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Incendiary,0,,,0.0,,,,1,0,Republican,Republican,8-23-1971
662,New Jersey,Hoboken,40.74617,-74.032814,0,1,Facility/Infrastructure Attack,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Incendiary,0,,,0.0,,,,1,0,Republican,Republican,8-23-1971
663,New Jersey,Hoboken,40.74617,-74.032814,0,1,Facility/Infrastructure Attack,Business,United States,Armed Revolutionary Independence Movement (MIRA),,,,,Incendiary,0,,,0.0,,,,1,0,Republican,Republican,8-23-1971
664,New York,New York City,40.697132,-73.931351,1,0,Bombing/Explosion,Educational Institution,United States,White extremists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,8-23-1971
665,New York,New York City,40.697132,-73.931351,0,1,Armed Assault,Business,United States,Black Liberation Army,4.0,,,,Firearms,0,,,0.0,,,,0,0,Republican,Republican,8-23-1971
666,Indiana,Hammond,41.583193,-87.499736,-9,1,Facility/Infrastructure Attack,Government (General),United States,Unknown,,,,,Incendiary,0,,,0.0,,,,-9,0,Republican,Republican,8-24-1971
667,California,Los Angeles,34.097865999999996,-118.407379,0,1,Facility/Infrastructure Attack,Business,United States,Chicano Liberation Front,,,,,Incendiary,0,,,0.0,,,,0,0,Republican,"Democrat, Republican",8-27-1971
668,California,San Francisco,37.755363,-122.443352,0,0,Armed Assault,Police,United States,Black Liberation Army,,,,,Firearms,0,,,2.0,,,,0,0,Republican,"Democrat, Republican",8-28-1971
669,California,San Francisco,37.755363,-122.443352,0,1,Bombing/Explosion,Police,United States,"Weather Underground, Weathermen",,,,,Explosives,,,,,,,,0,0,Republican,"Democrat, Republican",8-28-1971
670,California,Sacramento,38.579065,-121.49101399999999,0,1,Bombing/Explosion,Government (General),United States,"Weather Underground, Weathermen",-99.0,-99.0,1.0,Letter,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,"Democrat, Republican",8-28-1971
671,California,San Mateo,37.54703,-122.314834,0,1,Bombing/Explosion,Government (General),United States,Black Nationalists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,40000,-9,0,Republican,"Democrat, Republican",8-28-1971
672,California,San Francisco,37.755363,-122.443352,0,1,Armed Assault,Police,United States,Black Liberation Army,2.0,,,,Firearms,1,,,0.0,,,,0,0,Republican,"Democrat, Republican",8-29-1971
673,California,Vernon,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Business,United States,Chicano Liberation Front,,,,,Explosives,0,,,0.0,,,2000,0,0,Republican,"Democrat, Republican",8-29-1971
674,California,San Francisco,37.755363,-122.443352,0,1,Bombing/Explosion,Business,United States,"Weather Underground, Weathermen",,,,,Explosives,0,,,0.0,,,5000,0,0,Republican,"Democrat, Republican",8-29-1971
675,Michigan,Pontiac,42.636876,-83.288425,0,1,Bombing/Explosion,Transportation,United States,Ku Klux Klan,5.0,5.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,8-30-1971
676,Georgia,Columbus,32.462925,-84.987629,0,1,Bombing/Explosion,Educational Institution,United States,White extremists,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,9-1-1971
677,North Carolina,Kannapolis,35.487474,-80.622003,0,1,Facility/Infrastructure Attack,Educational Institution,United States,White extremists,3.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,9-2-1971
678,North Carolina,Fayetteville,35.078014,-78.963646,0,0,Bombing/Explosion,Military,United States,Left-Wing Militants,-99.0,-99.0,0.0,,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,9-2-1971
679,California,San Francisco,37.755363,-122.443352,0,1,Bombing/Explosion,Business,United States,Left-Wing Militants,1.0,1.0,1.0,Letter,Explosives,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,"Democrat, Republican",9-7-1971
680,New York,Albany,42.651445,-73.75525400000001,0,1,Bombing/Explosion,Government (General),United States,"Weather Underground, Weathermen",,,,,Explosives,0,,,0.0,,,75000,0,0,Republican,Republican,9-17-1971
681,New Jersey,Plainfield,40.617622999999995,-74.417061,1,1,Armed Assault,Police,United States,Black Nationalists,-99.0,-99.0,0.0,,Firearms,1,1.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Republican,9-18-1971
682,New York,New York City,40.697132,-73.931351,0,0,Facility/Infrastructure Attack,Government (Diplomatic),Malawi,Black Revolutionary Assault Team,,,,,Incendiary,0,,,0.0,,,,1,1,Republican,Republican,9-20-1971
683,New York,New York City,40.697132,-73.931351,0,1,Bombing/Explosion,Government (Diplomatic),Democratic Republic of the Congo,Black Revolutionary Assault Team,,,,,Explosives,0,,,0.0,,,,1,1,Republican,Republican,9-20-1971
684,New York,New York City,40.697132,-73.931351,0,1,Facility/Infrastructure Attack,Business,United States,"Weather Underground, Weathermen",,,,,Incendiary,0,,,0.0,,,,0,0,Republican,Republican,9-24-1971
685,California,Los Angeles,34.097865999999996,-118.407379,0,1,Bombing/Explosion,Business,United States,"Weather Underground, Weathermen",,,,,Explosives,0,,,0.0,,,,0,0,Republican,"Democrat, Republican",9-24-1971
686,Oregon,Portland,45.511795,-122.675629,0,1,Bombing/Explosion,Military,United States,Quartermoon Society,,,,,Explosives,0,,,0.0,,,400,0,0,Republican,Republican,9-24-1971
687,Michigan,Detroit,42.331685,-83.047924,0,0,Hijacking,Airports & Aircraft,United States,Black Liberation Army,1.0,1.0,1.0,Note left at scene,Explosives,0,0.0,0.0,0.0,0.0,0.0,,0,0,Republican,Republican,9-24-1971
688,Florida,Tampa,27.94653,-82.45926899999999,1,1,Facility/Infrastructure Attack,Military,United States,Student Radicals,-99.0,-99.0,0.0,,Incendiary,0,0.0,0.0,0.0,0.0,0.0,,-9,0,Republican,Democrat,10-3-1971
