"","id","provstate","city","latitude","longitude","doubtterr","success","attacktype1_txt","targtype1_txt","natlty1_txt","gname","claimed","weaptype1_txt","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","president_party","state_governor_party","date"
"538",541,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Facility/Infrastructure Attack","Business","Puerto Rico",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Republican","New Progressive Party","1971-04-05"
"539",542,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Facility/Infrastructure Attack","Business","Puerto Rico",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Republican","New Progressive Party","1971-04-05"
"540",543,"California","Los Angeles",34.097866,-118.407379,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-06"
"541",544,"California","San Jose",37.338475,-121.885794,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-06"
"542",545,"California","Fresno",36.736419,-119.789196,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Chicano Liberation Front",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-08"
"543",546,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","South Africa","Black Revolutionary Assault Team",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-04-12"
"544",547,"California","Palo Alto",37.424305,-122.143913,FALSE,TRUE,"Facility/Infrastructure Attack","Educational Institution","United States","Student Radicals",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-14"
"545",548,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,FALSE,"Bombing/Explosion","Business","United States","Puerto Rican Nationalists",FALSE,"Explosives",0,0,0,0,0,0,"Republican","New Progressive Party","1971-04-14"
"546",549,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-15"
"547",550,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Assassination","Violent Political Party","United States","Black Panthers",FALSE,"Firearms",1,0,0,0,0,0,"Republican","Republican","1971-04-17"
"548",551,"New York","New York City",40.697132,-73.931351,FALSE,FALSE,"Armed Assault","Police","United States","Black Panthers",FALSE,"Firearms",0,0,0,2,0,0,"Republican","Republican","1971-04-19"
"549",552,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Tourists","South Africa",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-04-19"
"550",553,"Puerto Rico","San Juan",18.386932,-66.061127,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Commandos of Liberation",TRUE,"Explosives",3,3,0,0,0,0,"Republican","New Progressive Party","1971-04-19"
"551",554,"California","Fresno",36.740685,-119.785734,FALSE,TRUE,"Bombing/Explosion","Military","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-20"
"552",555,"California","Berkeley",37.874043,-122.280022,FALSE,TRUE,"Bombing/Explosion","Business","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-20"
"553",556,"Minnesota","Richfield",44.883175,-93.283006,TRUE,TRUE,"Facility/Infrastructure Attack","Government (General)","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democratic-Farmer-Labor","1971-04-20"
"554",557,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","Soviet Union","Jewish Defense League (JDL)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-04-22"
"555",558,"California","Fresno",36.740685,-119.785734,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Chicano Liberation Front",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-23"
"556",559,"California","Palo Alto",37.424305,-122.143913,FALSE,TRUE,"Bombing/Explosion","Educational Institution","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-23"
"557",560,"California","Los Gatos",37.235807,-121.962416,FALSE,TRUE,"Facility/Infrastructure Attack","Government (General)","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-23"
"558",561,"California","Mill Valley",37.906032,-122.545048,FALSE,TRUE,"Bombing/Explosion","Business","United States","Weather Underground, Weathermen",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-23"
"559",562,"California","Palo Alto",37.424305,-122.143913,FALSE,TRUE,"Armed Assault","Utilities","United States","Student Radicals",FALSE,"Firearms",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-23"
"560",563,"Ohio","Youngstown",41.0981,-80.650789,TRUE,TRUE,"Bombing/Explosion","Military","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat","1971-04-24"
"561",564,"California","Claremont",34.0961,-117.716404,FALSE,TRUE,"Facility/Infrastructure Attack","Military","United States","Student Radicals",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-25"
"562",565,"California","Claremont",34.097718,-117.70945,FALSE,TRUE,"Facility/Infrastructure Attack","Educational Institution","United States","Student Radicals",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-25"
"563",566,"California","Claremont",34.106067,-117.716404,TRUE,TRUE,"Facility/Infrastructure Attack","Educational Institution","United States","Student Radicals",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-26"
"564",567,"California","Mill Valley",37.906032,-122.545048,FALSE,TRUE,"Bombing/Explosion","Educational Institution","United States","Left-wing extremists",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-27"
"565",568,"California","Los Angeles",34.097866,-118.407379,TRUE,TRUE,"Bombing/Explosion","Business","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-27"
"566",569,"California","Oakland",37.791927,-122.225906,FALSE,TRUE,"Bombing/Explosion","Business","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-28"
"567",570,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Business","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-28"
"568",571,"California","Montebello",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Business","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-29"
"569",572,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Business","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-29"
"570",573,"California","Los Gatos",37.235807,-121.962416,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-29"
"571",574,"California","Berkeley",37.874043,-122.280022,FALSE,TRUE,"Assassination","Military","United States","Left-Wing Militants",FALSE,"Melee",1,1,0,0,0,0,"Republican","Democrat, Republican","1971-04-29"
"572",575,"California","San Jose",37.338475,-121.885794,FALSE,TRUE,"Facility/Infrastructure Attack","Military","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-04-30"
"573",576,"Massachusetts","Braintree",42.206391,-71.004817,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-04-30"
"574",577,"California","Santa Cruz",36.974025,-122.030954,FALSE,TRUE,"Bombing/Explosion","Business","United States","People's Revolutionary Party",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-01"
"575",578,"California","Chico",39.728352,-121.841985,FALSE,FALSE,"Facility/Infrastructure Attack","Military","United States","Left-Wing Militants",FALSE,"Incendiary",0,1,0,0,0,0,"Republican","Democrat, Republican","1971-05-04"
"576",579,"California","Fresno",36.740685,-119.785734,TRUE,TRUE,"Bombing/Explosion","Telecommunication","United States","Chicano Radicals",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-04"
"577",580,"California","San Bruno",37.625511,-122.432556,FALSE,FALSE,"Facility/Infrastructure Attack","Business","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-04"
"578",582,"California","Chico",39.728352,-121.837348,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-05"
"579",583,"Arizona","Tempe",33.42551,-111.937419,TRUE,FALSE,"Facility/Infrastructure Attack","Educational Institution","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-05-05"
"580",584,"Kansas","Kansas City",39.113789,-94.765358,TRUE,TRUE,"Facility/Infrastructure Attack","Military","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat","1971-05-05"
"581",585,"California","Riverside",33.973705,-117.328064,TRUE,FALSE,"Bombing/Explosion","Educational Institution","United States","Student Radicals",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-05"
"582",586,"California","Cupertino",37.32236,-122.032133,FALSE,TRUE,"Bombing/Explosion","Utilities","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-06"
"583",587,"California","East Los Angeles",34.022442,-118.166974,FALSE,TRUE,"Bombing/Explosion","Utilities","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-06"
"584",588,"California","Burlingame",37.577883,-122.34811,TRUE,TRUE,"Facility/Infrastructure Attack","Military","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-06"
"585",589,"Nevada","Hawthorne",38.525255,-118.624627,TRUE,TRUE,"Bombing/Explosion","Military","United States","Left-Wing Militants",FALSE,"Explosives",1,1,0,1,1,0,"Republican","Democrat","1971-05-06"
"586",590,"Iowa","Iowa City",41.657825,-91.526534,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Students for a Democratic Society",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-05-07"
"587",591,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-08"
"588",592,"California","Berkeley",37.874043,-122.280022,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-09"
"589",593,"North Carolina","Greensboro",36.068994,-79.794704,FALSE,FALSE,"Bombing/Explosion","Educational Institution","United States","Regulators",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat","1971-05-09"
"590",594,"California","Altadena",34.186531,-118.145775,TRUE,TRUE,"Facility/Infrastructure Attack","Business","United States","Chicano Liberation Front",TRUE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-09"
"591",595,"California","Los Angeles",34.097866,-118.407379,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-11"
"592",596,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Chicano Liberation Front",TRUE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-11"
"593",597,"California","Los Angeles",34.250636,-118.61481,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-11"
"594",598,"Maryland","Baltimore",39.308342,-76.616104,FALSE,TRUE,"Facility/Infrastructure Attack","Military","United States","Left-Wing Militants",FALSE,"Chemical",0,0,0,0,0,0,"Republican","Democrat","1971-05-11"
"595",599,"Florida","West Palm Beach",26.714388,-80.052689,FALSE,TRUE,"Bombing/Explosion","Private Citizens & Property","United States","Black Nationalists",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat","1971-05-12"
"596",600,"Illinois","Chicago",41.842602,-87.681229,FALSE,FALSE,"Armed Assault","Police","United States","Black Panthers",FALSE,"Firearms",0,0,0,3,0,0,"Republican","Republican","1971-05-13"
"597",601,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Police","United States","Black Liberation Army",TRUE,"Firearms",0,0,0,2,2,0,"Republican","Republican","1971-05-19"
"598",602,"California","San Jose",37.338475,-121.885794,NA,TRUE,"Facility/Infrastructure Attack","Business","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-20"
"599",603,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Assassination","Police","United States","Black Liberation Army",FALSE,"Firearms",2,0,0,0,0,0,"Republican","Republican","1971-05-21"
"600",604,"California","San Bruno",37.625511,-122.432556,FALSE,FALSE,"Facility/Infrastructure Attack","Journalists & Media","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-21"
"601",605,"California","Oakland",37.791927,-122.225906,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-23"
"602",606,"California","Walnut Creek",37.90118,-122.061628,FALSE,TRUE,"Bombing/Explosion","Utilities","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-05-25"
"603",607,"Illinois","Bedford Park",41.77033,-87.81852,TRUE,FALSE,"Bombing/Explosion","Police","United States","Black Nationalists",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-05-28"
"604",608,"Illinois","Cairo",37.002437,-89.171826,FALSE,TRUE,"Armed Assault","Police","United States","Black Nationalists",FALSE,"Firearms",0,0,0,3,3,0,"Republican","Republican","1971-05-29"
"605",609,"California","Los Angeles",34.097866,-118.407379,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-03"
"606",610,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Business","United States","Black Liberation Army",FALSE,"Firearms",1,1,0,0,0,0,"Republican","Republican","1971-06-05"
"607",611,"California","Menlo Park",37.454697,-122.177909,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-06"
"608",612,"California","Petaluma",38.232471,-122.644448,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-10"
"609",613,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Journalists & Media","United States","Chicano Radicals",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-11"
"610",614,"California","Pasadena",34.13149,-118.101567,FALSE,TRUE,"Bombing/Explosion","Journalists & Media","United States","Chicano Radicals",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-11"
"611",615,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Tourists","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-13"
"612",616,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Journalists & Media","United States","Chicano Radicals",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-13"
"613",617,"California","East Los Angeles",34.022425,-118.167056,FALSE,TRUE,"Bombing/Explosion","Government (Diplomatic)","United States","Chicano Radicals",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-15"
"614",618,"California","Santa Cruz",36.974025,-122.030954,TRUE,FALSE,"Bombing/Explosion","Government (General)","United States","Chicano Radicals",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-16"
"615",619,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Journalists & Media","United States","Chicano Radicals",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-17"
"616",620,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Business","United States","Black Liberation Army",FALSE,"Firearms",0,0,0,0,0,0,"Republican","Republican","1971-06-18"
"617",621,"California","San Jose",37.338475,-121.885794,FALSE,FALSE,"Bombing/Explosion","Government (General)","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-21"
"618",622,"New York","Glen Cove",40.863958,-73.630786,FALSE,FALSE,"Bombing/Explosion","Government (Diplomatic)","Soviet Union","Jewish Defense League (JDL)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-06-22"
"619",623,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Educational Institution","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-22"
"620",624,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Educational Institution","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-22"
"621",625,"California","Oakland",37.791927,-122.225906,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-24"
"622",626,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Educational Institution","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-24"
"623",627,"New York","Freeport",40.658455,-73.587219,TRUE,FALSE,"Facility/Infrastructure Attack","Government (General)","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-06-25"
"624",628,"California","Los Angeles",34.097866,-118.407379,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-06-26"
"625",629,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Secret Cuban Government",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-07-01"
"626",630,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Military","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-01"
"627",631,"California","San Jose",37.338475,-121.885794,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-04"
"628",632,"California","Montebello",34.015147,-118.122896,FALSE,TRUE,"Facility/Infrastructure Attack","Educational Institution","United States","Chicano Liberation Front",TRUE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-06"
"629",633,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Business","United States","Chicano Liberation Front",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-08"
"630",634,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-08"
"631",635,"Rhode Island","Providence",41.823875,-71.411994,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat","1971-07-09"
"632",636,"California","San Diego",32.715695,-117.161719,FALSE,TRUE,"Bombing/Explosion","Government (General)","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-09"
"633",637,"California","Los Angeles",34.042309,-118.141507,FALSE,TRUE,"Bombing/Explosion","Business","United States","Chicano Liberation Front",TRUE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-18"
"634",638,"California","San Francisco",37.755363,-122.443352,TRUE,TRUE,"Hostage Taking (Barricade Incident)","Business","United States","Black Liberation Army",FALSE,"Firearms",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-21"
"635",639,"California","Santa Cruz",36.999276,-122.003482,TRUE,TRUE,"Bombing/Explosion","Military","United States","Left-Wing Militants",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-24"
"636",640,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Government (Diplomatic)","Soviet Union","Jewish Defense League (JDL)",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-07-25"
"637",641,"California","Ben Lomond",37.089185,-122.086756,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Left-Wing Militants",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-28"
"638",642,"California","Beverly Hills",34.081074,-118.394081,FALSE,TRUE,"Bombing/Explosion","Business","United States","Jewish Defense League (JDL)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-07-30"
"639",643,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Jewish Defense League (JDL)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-11"
"640",644,"Pennsylvania","Pittsburgh",40.438335,-79.997459,NA,TRUE,"Bombing/Explosion","Business","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat","1971-08-12"
"641",645,"Georgia","Fayetteville",33.44865,-84.454564,FALSE,TRUE,"Bombing/Explosion","Police","United States","Black Liberation Army",FALSE,NA,1,1,0,0,0,0,"Republican","Democrat","1971-08-15"
"642",646,"Georgia","Atlanta",33.764496,-84.432083,FALSE,TRUE,"Armed Assault","Business","United States","Black Liberation Army",FALSE,"Firearms",1,1,0,0,0,0,"Republican","Democrat","1971-08-15"
"643",647,"Vermont","Vernon",42.761624,-72.511495,NA,TRUE,"Armed Assault","Utilities","United States",NA,FALSE,"Firearms",0,0,0,1,1,0,"Republican","Republican","1971-08-15"
"644",648,"Ohio","Cleveland",41.479561,-81.675461,FALSE,TRUE,"Bombing/Explosion","Violent Political Party","United States",NA,FALSE,"Explosives",0,0,0,0,0,0,"Republican","Democrat","1971-08-18"
"645",649,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"646",650,"New Jersey","Hoboken",40.74617,-74.032814,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"647",651,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"648",652,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"649",653,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"650",654,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"651",655,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"652",656,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"653",657,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"654",658,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Bombing/Explosion","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-22"
"655",659,"New Jersey","Hoboken",40.74617,-74.032814,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-08-23"
"656",660,"New Jersey","Hoboken",40.74617,-74.032814,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-08-23"
"657",661,"New Jersey","Hoboken",40.74617,-74.032814,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-08-23"
"658",662,"New Jersey","Hoboken",40.74617,-74.032814,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-08-23"
"659",663,"New Jersey","Hoboken",40.74617,-74.032814,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Armed Revolutionary Independence Movement (MIRA)",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-08-23"
"660",664,"New York","New York City",40.697132,-73.931351,TRUE,FALSE,"Bombing/Explosion","Educational Institution","United States","White extremists",FALSE,"Explosives",0,0,0,0,0,0,"Republican","Republican","1971-08-23"
"661",665,"New York","New York City",40.697132,-73.931351,FALSE,TRUE,"Armed Assault","Business","United States","Black Liberation Army",FALSE,"Firearms",0,0,0,0,0,0,"Republican","Republican","1971-08-23"
"662",666,"Indiana","Hammond",41.583193,-87.499736,NA,TRUE,"Facility/Infrastructure Attack","Government (General)","United States",NA,FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Republican","1971-08-24"
"663",667,"California","Los Angeles",34.097866,-118.407379,FALSE,TRUE,"Facility/Infrastructure Attack","Business","United States","Chicano Liberation Front",FALSE,"Incendiary",0,0,0,0,0,0,"Republican","Democrat, Republican","1971-08-27"
"664",668,"California","San Francisco",37.755363,-122.443352,FALSE,FALSE,"Armed Assault","Police","United States","Black Liberation Army",FALSE,"Firearms",0,0,0,2,0,0,"Republican","Democrat, Republican","1971-08-28"
